Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote,Unnamed: 8
BORN,China New Borun Corporation,1.15,$29.58M,n/a,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/born,
COE,China Online Education Group,21.37,$427.95M,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/coe,
SNP,China Petroleum & Chemical Corporation,82.19,$99.51B,n/a,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/snp,
ZNH,China Southern Airlines Company Limited,35.11,$6.89B,n/a,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/znh,
CHA,China Telecom Corp Ltd,48.97,$39.63B,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/cha,
CHU,China Unicom (Hong Kong) Ltd,14.01,$33.55B,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/chu,
XNY,China Xiniya Fashion Limited,1.51,$21.49M,n/a,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/xny,
CYD,China Yuchai International Limited,18.52,$727.81M,n/a,Energy,Industrial Machinery/Components,http://www.nasdaq.com/symbol/cyd,
ZX,China Zenix Auto International Limited,1.4301,$73.83M,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/zx,
CMG,"Chipotle Mexican Grill, Inc.",449.41,$12.89B,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/cmg,
CHH,"Choice Hotels International, Inc.",62.3,$3.51B,n/a,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/chh,
CBK,Christopher & Banks Corporation,1.38,$51.92M,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/cbk,
CHT,"Chunghwa Telecom Co., Ltd.",33.95,$26.34B,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/cht,
CHD,"Church & Dwight Company, Inc.",49.75,$12.64B,n/a,Basic Industries,Package Goods/Cosmetics,http://www.nasdaq.com/symbol/chd,
CBR,"Ciber, Inc.",0.3448,$28.15M,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/cbr,
CIEN,Ciena Corporation,22.76,$3.22B,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/cien,
CI,Cigna Corporation,150.54,$38.64B,n/a,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/ci,
XEC,Cimarex Energy Co,119.96,$11.41B,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/xec,
CBB,Cincinnati Bell Inc,17.5,$737.3M,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/cbb,
CBB^B,Cincinnati Bell Inc,49.7975,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cbb^b,
CNK,Cinemark Holdings Inc,44.03,$5.32B,n/a,Consumer Services,Movies/Entertainment,http://www.nasdaq.com/symbol/cnk,
CINR,Ciner Resources LP,28.45,$559.12M,n/a,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),http://www.nasdaq.com/symbol/cinr,
CIR,"CIRCOR International, Inc.",56.85,$936.3M,n/a,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/cir,
CIT,CIT Group Inc (DEL),44.02,$8.92B,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/cit,
BLW,Citigroup Inc.,15.55,$575.41M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/blw,
C,Citigroup Inc.,59.68,$165.01B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/c,
C.WS.A,Citigroup Inc.,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/c.ws.a,
C^C,Citigroup Inc.,25.96,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/c^c,
C^J,Citigroup Inc.,29.03,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/c^j,
C^K,Citigroup Inc.,28.59,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/c^k,
C^L,Citigroup Inc.,27.7,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/c^l,
C^N,Citigroup Inc.,26.62,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/c^n,
C^P,Citigroup Inc.,27.75,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/c^p,
C^S,Citigroup Inc.,26.66,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/c^s,
CFG,"Citizens Financial Group, Inc.",34.9,$17.78B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cfg,
CIA,"Citizens, Inc.",7.18,$359.59M,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/cia,
CIO,"City Office REIT, Inc.",12.19,$372.46M,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/cio,
CIO^A,"City Office REIT, Inc.",25.4,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cio^a,
CVEO,Civeo Corporation,2.91,$381.69M,n/a,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/cveo,
CIVI,"Civitas Solutions, Inc.",18.05,$672.66M,n/a,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/civi,
CWEI,"Clayton Williams Energy, Inc.",132.25,$2.33B,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/cwei,
CLH,"Clean Harbors, Inc.",54.54,$3.12B,n/a,Basic Industries,Environmental Services,http://www.nasdaq.com/symbol/clh,
CCO,"Clear Channel Outdoor Holdings, Inc.",5.8,$2.1B,n/a,Consumer Services,Advertising,http://www.nasdaq.com/symbol/cco,
CBA           ,ClearBridge American Energy MLP Fund Inc.,9.91,$580.65M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cba,
CEM,ClearBridge Energy MLP Fund Inc.,16.9,$1.18B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cem,
EMO,ClearBridge Energy MLP Opportunity Fund Inc.,13.63,$425.2M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/emo,
CTR,ClearBridge Energy MLP Total Return Fund Inc.,13.7,$526.08M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ctr,
CLW,Clearwater Paper Corporation,56.3,$925.08M,n/a,Basic Industries,Paper,http://www.nasdaq.com/symbol/clw,
CLF,Cliffs Natural Resources Inc.,8.61,$2.55B,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/clf,
CLPR,Clipper Realty Inc.,13.37,$238.16M,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/clpr,
CLX,Clorox Company (The),134.73,$17.28B,n/a,Consumer Durables,Specialty Chemicals,http://www.nasdaq.com/symbol/clx,
CLD,Cloud Peak Energy Inc,4.62,$346.76M,n/a,Energy,Coal Mining,http://www.nasdaq.com/symbol/cld,
MYCC,"ClubCorp Holdings, Inc.",15.7,$1.03B,n/a,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/mycc,
CMS,CMS Energy Corporation,44.91,$12.58B,n/a,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/cms,
CMS^B,CMS Energy Corporation,103.95,n/a,n/a,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/cms^b,
CNA,CNA Financial Corporation,44.21,$11.97B,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/cna,
CNHI,CNH Industrial N.V.,9.47,$12.9B,n/a,Capital Goods,Construction/Ag Equipment/Trucks,http://www.nasdaq.com/symbol/cnhi,
CNO,"CNO Financial Group, Inc.",20.53,$3.57B,n/a,Finance,Accident &Health Insurance,http://www.nasdaq.com/symbol/cno,
CEO,CNOOC Limited,121.45,$1.23B,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/ceo,
CNXC,CNX Coal Resources LP,15.95,$372.09M,n/a,Energy,Coal Mining,http://www.nasdaq.com/symbol/cnxc,
COH,"Coach, Inc.",39.56,$11.1B,n/a,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/coh,
CIE,"Cobalt International Energy, Inc.",0.4693,$210.39M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/cie,
KOF,Coca Cola Femsa S.A.B. de C.V.,71.8,$14.88B,n/a,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/kof,
KO,Coca-Cola Company (The),42.68,$183.18B,n/a,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/ko,
CCE,Coca-Cola European Partners plc,37.69,$18.19B,n/a,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/cce,
CDE,"Coeur Mining, Inc.",8.48,$1.54B,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/cde,
FOF,"Cohen & Steers Closed-End Opportunity Fund, Inc.",12.52,$340.66M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fof,
INB,"Cohen & Steers Global Income Builder, Inc.",9.12,$211.06M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/inb,
CNS,Cohen & Steers Inc,38.73,$1.79B,n/a,Finance,Investment Managers,http://www.nasdaq.com/symbol/cns,
UTF,"Cohen & Steers Infrastructure Fund, Inc",21.62,$1.84B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/utf,
LDP,"Cohen & Steers Limited Duration Preferred and Income Fund, Inc",25.51,$735.47M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ldp,
MIE,"Cohen & Steers MLP Income and Energy Opportunity Fund, Inc.",11.31,$303.03M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mie,
RQI,Cohen & Steers Quality Income Realty Fund Inc,12.59,$1.37B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rqi,
RNP,Cohen & Steers Reit and Preferred Income Fund Inc,19.54,$929.45M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rnp,
PSF,"Cohen & Steers Select Preferred and Income Fund, Inc.",26.94,$323.07M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/psf,
RFI,"Cohen & Steers Total Return Realty Fund, Inc.",12.4,$324.08M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rfi,
CFX,Colfax Corporation,38.48,$4.73B,n/a,Capital Goods,Fluid Controls,http://www.nasdaq.com/symbol/cfx,
CL,Colgate-Palmolive Company,73.62,$65.09B,n/a,Consumer Non-Durables,Package Goods/Cosmetics,http://www.nasdaq.com/symbol/cl,
CXE,Colonial High Income Municipal Trust,5.03,$158.46M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cxe,
CIF,Colonial Intermediate High Income Fund,2.65,$54.3M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cif,
CXH,Colonial Investment Grade Municipal Trust,9.66,$111.93M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cxh,
CMU,Colonial Municipal Income Trust,4.63,$131.1M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cmu,
CLNS,"Colony NorthStar, Inc.",13.1,$7.32B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/clns,
CLNS^A,"Colony NorthStar, Inc.",25.5,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/clns^a,
CLNS^B,"Colony NorthStar, Inc.",25.34,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/clns^b,
CLNS^C,"Colony NorthStar, Inc.",25.72,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/clns^c,
CLNS^D,"Colony NorthStar, Inc.",26.04,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/clns^d,
CLNS^E,"Colony NorthStar, Inc.",26.32,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/clns^e,
CLNS^F,"Colony NorthStar, Inc.",25.17,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/clns^f,
CLNS^G,"Colony NorthStar, Inc.",24.88,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/clns^g,
CLNS^H,"Colony NorthStar, Inc.",24.99,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/clns^h,
SFR,Colony Starwood Homes,34.3,$3.88B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/sfr,
CXP,"Columbia Property Trust, Inc.",22.49,$2.75B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/cxp,
STK,"Columbia Seligman Premium Technology Growth Fund, Inc",20.6,$316.6M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/stk,
CCV,Comcast Corporation,26.09,n/a,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/ccv,
CCZ,Comcast Corporation,55.18,n/a,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/ccz,
CMA,Comerica Incorporated,68.62,$12.1B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cma,
CMA.WS,Comerica Incorporated,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cma.ws,
FIX,"Comfort Systems USA, Inc.",35.4,$1.32B,n/a,Capital Goods,Engineering & Construction,http://www.nasdaq.com/symbol/fix,
CMC,Commercial Metals Company,19.06,$2.21B,n/a,Basic Industries,Steel/Iron Ore,http://www.nasdaq.com/symbol/cmc,
CBU,"Community Bank System, Inc.",53.9,$2.47B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cbu,
CYH,"Community Health Systems, Inc.",8.64,$983.66M,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/cyh,
CHCT,Community Healthcare Trust Incorporated,23.92,$313.48M,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/chct,
CIG,Comp En De Mn Cemig ADS,3.16,$3.98B,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/cig,
CIG.C,Comp En De Mn Cemig ADS,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cig.c,
CBD,Companhia Brasileira de Distribuicao,19.48,$5.18B,n/a,Consumer Services,Food Chains,http://www.nasdaq.com/symbol/cbd,
SBS,Companhia de saneamento Basico Do Estado De Sao Paulo - Sabesp,10.89,$7.44B,n/a,Public Utilities,Water Supply,http://www.nasdaq.com/symbol/sbs,
ELP,Companhia Paranaense de Energia (COPEL),10.28,$2.81B,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/elp,
CCU,"Compania Cervecerias Unidas, S.A.",25.42,$4.7B,n/a,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/ccu,
CODI,Compass Diversified Holdings,16.8,$1.01B,n/a,Consumer Durables,Home Furnishings,http://www.nasdaq.com/symbol/codi,
CMP,"Compass Minerals International, Inc.",69,$2.33B,n/a,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),http://www.nasdaq.com/symbol/cmp,
CRK,"Comstock Resources, Inc.",9.11,$138.43M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/crk,
CAG,"ConAgra Brands, Inc.",40.22,$17.5B,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/cag,
CXO,Concho Resources Inc.,130.17,$19.29B,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/cxo,
CCM,Concord Medical Services Holdings Limited,4.74,$210.13M,n/a,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/ccm,
CNDT,Conduent Incorporated,16.3,$3.32B,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/cndt,
CNNX,Cone Midstream Partners LP,23.23,$1.48B,n/a,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/cnnx,
COP,ConocoPhillips,49.73,$61.46B,n/a,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/cop,
CNX,CONSOL Energy Inc.,17.27,$3.96B,n/a,Energy,Coal Mining,http://www.nasdaq.com/symbol/cnx,
ED,Consolidated Edison Inc,77.96,$23.78B,n/a,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/ed,
STZ,Constellation Brands Inc,161.51,$31.67B,n/a,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/stz,
STZ.B,Constellation Brands Inc,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/stz.b,
CSTM,Constellium N.V.,6.25,$659.89M,n/a,Basic Industries,Metal Fabrications,http://www.nasdaq.com/symbol/cstm,
TCS,Container Store (The),4.1,$199.24M,n/a,Consumer Services,Home Furnishings,http://www.nasdaq.com/symbol/tcs,
CBPX,"Continental Building Products, Inc.",23.85,$950.59M,n/a,Capital Goods,Building Materials,http://www.nasdaq.com/symbol/cbpx,
CLR,"Continental Resources, Inc.",46.2,$17.3B,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/clr,
VLRS,"Controladora Vuela Compania de Aviacion, S.A.B. de C.V.",14.09,$1.43B,n/a,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/vlrs,
CVG,Convergys Corporation,20.9,$1.98B,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/cvg,
COO,"Cooper Companies, Inc. (The)",199.8,$9.78B,n/a,Health Care,Ophthalmic Goods,http://www.nasdaq.com/symbol/coo,
CTB,Cooper Tire & Rubber Company,42.8,$2.26B,n/a,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/ctb,
CPS,Cooper-Standard Holdings Inc.,103.61,$1.83B,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/cps,
CPA,"Copa Holdings, S.A.",111.2,$4.68B,n/a,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/cpa,
CLB,Core Laboratories N.V.,114.13,$5.04B,n/a,Energy,Oilfield Services/Equipment,http://www.nasdaq.com/symbol/clb,
CXW,"CoreCivic, Inc.",31.18,$3.68B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/cxw,
CLGX,"CoreLogic, Inc.",39.9,$3.37B,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/clgx,
CORR,"CorEnergy Infrastructure Trust, Inc.",33.96,$403.89M,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/corr,
CORR^A,"CorEnergy Infrastructure Trust, Inc.",25.08,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/corr^a,
COR,CoreSite Realty Corporation,90.49,$3.07B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/cor,
COR^A,CoreSite Realty Corporation,25.67,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cor^a,
GLW,Corning Incorporated,26.79,$24.84B,n/a,Basic Industries,Telecommunications Equipment,http://www.nasdaq.com/symbol/glw,
GYC,Corporate Asset Backed Corp CABCO,23.6015,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/gyc,
OFC,Corporate Office Properties Trust,32.88,$3.25B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/ofc,
OFC^L,Corporate Office Properties Trust,25.5,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ofc^l,
CZZ,Cosan Limited,9.03,$2.39B,n/a,Consumer Non-Durables,Specialty Foods,http://www.nasdaq.com/symbol/czz,
CMRE,Costamare Inc.,6.54,$598.01M,n/a,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/cmre,
CMRE^B,Costamare Inc.,22.68,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cmre^b,
CMRE^C,Costamare Inc.,23.82,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cmre^c,
CMRE^D,Costamare Inc.,23.81,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cmre^d,
COTV,"Cotiviti Holdings, Inc.",41.37,$3.76B,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/cotv,
COT,Cott Corporation,12.1,$1.68B,n/a,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/cot,
COTY,Coty Inc.,17.18,$12.84B,n/a,Consumer Non-Durables,Package Goods/Cosmetics,http://www.nasdaq.com/symbol/coty,
CFC^B,Countrywide Financial Corporation,25.89,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cfc^b,
CUZ,Cousins Properties Incorporated,8.33,$3.49B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/cuz,
CVA,Covanta Holding Corporation,15.5,$2.03B,n/a,Basic Industries,Electric Utilities: Central,http://www.nasdaq.com/symbol/cva,
CPF,CPB Inc.,30.21,$930.56M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cpf,
CPL,CPFL Energia S.A.,16.64,$8.47B,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/cpl,
CR,Crane Company,74.75,$4.44B,n/a,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/cr,
CRD.A,Crawford & Company,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/crd.a,
CRD.B,Crawford & Company,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/crd.b,
BAP,Credicorp Ltd.,165.13,$15.59B,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/bap,
CS,Credit Suisse Group,14.51,$30.32B,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/cs,
CPG,Crescent Point Energy Corporation,10.75,$5.85B,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/cpg,
CEQP,Crestwood Equity Partners LP,26.3,$1.83B,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/ceqp,
CRH,CRH PLC,34.89,$29.04B,n/a,Capital Goods,Building Materials,http://www.nasdaq.com/symbol/crh,
CRT,Cross Timbers Royalty Trust,14.9,$89.4M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/crt,
CAPL,CrossAmerica Partners LP,25.81,$865.28M,n/a,Energy,Oil Refining/Marketing,http://www.nasdaq.com/symbol/capl,
CCI,Crown Castle International Corporation,93.83,$33.83B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/cci,
CCK,"Crown Holdings, Inc.",52.52,$7.31B,n/a,Consumer Durables,Containers/Packaging,http://www.nasdaq.com/symbol/cck,
CRY,"CryoLife, Inc.",16,$531.77M,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/cry,
CSRA,CSRA Inc.,27.95,$4.56B,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/csra,
CSS,"CSS Industries, Inc.",24.83,$225.62M,n/a,Consumer Services,Consumer: Greeting Cards,http://www.nasdaq.com/symbol/css,
CST,"CST Brands, Inc.",48.32,$3.66B,n/a,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/cst,
CTS,CTS Corporation,20,$655.25M,n/a,Technology,Electrical Products,http://www.nasdaq.com/symbol/cts,
CUBE,CubeSmart,26.41,$4.76B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/cube,
CUB,Cubic Corporation,49.85,$1.35B,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/cub,
CFR,"Cullen/Frost Bankers, Inc.",88.89,$5.68B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cfr,
CFR^A,"Cullen/Frost Bankers, Inc.",25.443,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cfr^a,
CFI,"Culp, Inc.",30.9,$380.53M,n/a,Basic Industries,Textiles,http://www.nasdaq.com/symbol/cfi,
CMI,Cummins Inc.,150.11,$25.21B,n/a,Energy,Industrial Machinery/Components,http://www.nasdaq.com/symbol/cmi,
CW,Curtiss-Wright Corporation,90.43,$4.01B,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/cw,
SRF,Cushing Energy Income Fund (The),9.53,$23.59M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/srf,
SZC,Cushing Renaissance Fund (The),18.195,$110.16M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/szc,
CUBI,"Customers Bancorp, Inc",30.76,$937.26M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cubi,
CUBI^C,"Customers Bancorp, Inc",26.91,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cubi^c,
CUBI^D,"Customers Bancorp, Inc",26.345,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cubi^d,
CUBI^E,"Customers Bancorp, Inc",26.42,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cubi^e,
CUBI^F,"Customers Bancorp, Inc",25.561,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cubi^f,
CUBS,"Customers Bancorp, Inc",26.4496,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cubs,
CVI,CVR Energy Inc.,19.81,$1.72B,n/a,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/cvi,
UAN,"CVR Partners, LP",4.62,$523.37M,n/a,Basic Industries,Agricultural Chemicals,http://www.nasdaq.com/symbol/uan,
CVRR,"CVR Refining, LP",9.6,$1.42B,n/a,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/cvrr,
CVS,CVS Health Corporation,77.87,$80.66B,n/a,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/cvs,
